date,position,songname,artist,last week,peak position,weeks on chart
2017-02-04,18,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,17,5,17
2017-02-04,19,I Feel It Coming,The Weeknd Featuring Daft Punk,22,9,9
2017-02-04,20,Heathens,twenty one pilots,18,2,31
2017-02-04,21,Broccoli,D.R.A.M. Featuring Lil Yachty,20,5,32
2017-02-04,22,All Time Low,Jon Bellion,24,16,15
2017-02-04,23,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,21,12,25
2017-02-04,24,Can't Stop The Feeling!,Justin Timberlake,25,1,37
2017-02-04,25,Mercy,Shawn Mendes,23,17,18
2017-02-04,26,Treat You Better,Shawn Mendes,26,6,33
2017-02-04,27,Cheap Thrills,Sia Featuring Sean Paul,27,1,49
2017-02-04,28,Castle On The Hill,Ed Sheeran,6,6,2
2017-02-04,29,This Town,Niall Horan,28,20,17
2017-02-04,30,Say You Won't Let Go,James Arthur,31,23,13
2017-02-04,31,Love Me Now,John Legend,30,23,13
2017-02-04,32,iSpy,KYLE Featuring Lil Yachty,42,32,4
2017-02-04,33,Don't Let Me Down,The Chainsmokers Featuring Daya,32,3,49
2017-02-04,34,Water Under The Bridge,Adele,33,26,11
2017-02-04,35,Blue Ain't Your Color,Keith Urban,29,24,19
2017-02-04,36,Party Monster,The Weeknd,47,16,9
2017-02-04,37,X,21 Savage &amp; Metro Boomin Featuring Future,36,36,19
2017-02-04,38,Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,51,21,7
2017-02-04,39,The Greatest,Sia Featuring Kendrick Lamar,35,18,20
2017-02-04,40,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,37,29,25
2017-02-04,41,Better Man,Little Big Town,43,34,12
2017-02-04,42,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,38,2,26
2017-02-04,43,T-Shirt,Migos,--,19,1
2017-02-04,44,Both,Gucci Mane Featuring Drake,44,41,5
2017-02-04,45,Party,Chris Brown Featuring Usher &amp; Gucci Mane,45,40,5
2017-02-04,46,You Was Right,Lil Uzi Vert,40,40,28
2017-02-04,47,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,34,24,23
2017-02-04,48,Deja Vu,J. Cole,48,7,6
2017-02-04,49,Used To This,Future Featuring Drake,50,14,11
2017-02-04,50,No Heart,21 Savage &amp; Metro Boomin,46,43,13
2017-02-04,51,A Guy With A Girl,Blake Shelton,53,42,10
2017-02-04,52,Chantaje,Shakira Featuring Maluma,54,51,10
2017-02-04,53,I Got You,Bebe Rexha,63,43,3
2017-02-04,54,HandClap,Fitz And The Tantrums,55,53,17
2017-02-04,55,Star Of The Show,Thomas Rhett,56,45,12
2017-02-04,56,How Far I'll Go,Alessia Cara,59,56,7
2017-02-04,57,Dirt On My Boots,Jon Pardi,58,39,7
2017-02-04,58,Dirty Laundry,Carrie Underwood,49,48,14
2017-02-04,59,Selfish,PnB Rock,61,51,11
2017-02-04,60,Alone,Marshmello,60,60,8
2017-02-04,61,Swang,Rae Sremmurd,64,35,5
2017-02-04,62,Make Me (Cry),Noah Cyrus Featuring Labrinth,66,46,6
2017-02-04,63,Redbone,Childish Gambino,72,48,8
2017-02-04,64,Wanna Be That Song,Brett Eldredge,57,46,16
2017-02-04,65,Moves,Big Sean,62,38,4
2017-02-04,66,Seein' Red,Dustin Lynch,65,55,4
2017-02-04,67,How Far I'll Go,Auli'i Cravalho,67,41,8
2017-02-04,68,Fresh Eyes,Andy Grammer,84,59,16
2017-02-04,69,Play That Song,Train,68,41,8
2017-02-04,70,Location,Khalid,77,44,2
2017-02-04,71,Goosebumps,Travis Scott,73,51,11
2017-02-04,72,OTW,DJ Luke Nasty,71,71,5
2017-02-04,73,Sneakin',Drake Featuring 21 Savage,69,28,13
2017-02-04,74,Kill A Word,Eric Church Featuring Rhiannon Giddens,80,71,6
2017-02-04,75,Sober Saturday Night,Chris Young Featuring Vince Gill,83,47,3
2017-02-04,76,Think A Little Less,Michael Ray,82,56,4
2017-02-04,77,Not Afraid Anymore,Halsey,--,77,1
2017-02-04,78,Red Opps,21 Savage,74,74,5
2017-02-04,79,Call On Me,Starley,94,70,3
2017-02-04,80,Water,Ugly God,87,80,3
2017-02-04,81,Congratulations,Post Malone Featuring Quavo,85,33,4
2017-02-04,82,80s Mercedes,Maren Morris,78,74,10
2017-02-04,83,Song For Another Time,Old Dominion,76,59,17
2017-02-04,84,Neighbors,J. Cole,70,13,6
2017-02-04,85,Way Down We Go,Kaleo,91,54,4
2017-02-04,86,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,88,86,4
2017-02-04,87,Sex With Me,Rihanna,86,83,12
2017-02-04,88,Despacito,Luis Fonsi Featuring Daddy Yankee,--,55,1
2017-02-04,89,The Weekend,Brantley Gilbert,93,69,3
2017-02-04,90,Parachute,Chris Stapleton,79,78,5
2017-02-04,91,You're Welcome,Dwayne Johnson,81,65,8
2017-02-04,92,Today,Brad Paisley,95,67,3
2017-02-04,93,All We Know,The Chainsmokers Featuring Phoebe Ryan,92,18,16
2017-02-04,94,Say It,Flume Featuring Tove Lo,--,60,3
2017-02-04,95,Not Nice,PARTYNEXTDOOR,--,82,1
2017-02-04,96,Just Hold On,Steve Aoki &amp; Louis Tomlinson,99,52,6
2017-02-04,97,Beibs In The Trap,Travis Scott,90,90,3
2017-02-04,98,Black,Dierks Bentley,--,90,1
2017-02-04,99,Down,Marian Hill,--,25,1
2017-02-04,100,My Sh*t,A Boogie Wit da Hoodie,--,86,12
2017-01-28,1,Shape Of You,Ed Sheeran,--,1,1
2017-01-28,2,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,1,9
2017-01-28,3,Black Beatles,Rae Sremmurd Featuring Gucci Mane,2,1,18
2017-01-28,4,Starboy,The Weeknd Featuring Daft Punk,4,1,17
2017-01-28,5,Closer,The Chainsmokers Featuring Halsey,3,1,24
2017-01-28,6,Castle On The Hill,Ed Sheeran,--,6,1
2017-01-28,7,24K Magic,Bruno Mars,5,4,14
2017-01-28,8,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,7,6,14
2017-01-28,9,Side To Side,Ariana Grande Featuring Nicki Minaj,6,4,20
2017-01-28,10,Bad Things,Machine Gun Kelly x Camila Cabello,10,4,11
2017-01-28,11,Fake Love,Drake,9,8,12
2017-01-28,12,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,14,2,5
2017-01-28,13,Scars To Your Beautiful,Alessia Cara,12,8,20
2017-01-28,14,Let Me Love You,DJ Snake Featuring Justin Bieber,8,4,23
2017-01-28,15,Caroline,Amine,16,11,19
2017-01-28,16,Bounce Back,Big Sean,18,6,10
2017-01-28,17,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,11,5,16
2017-01-28,18,Heathens,twenty one pilots,13,2,30
2017-01-28,19,Love On The Brain,Rihanna,21,7,13
2017-01-28,20,Broccoli,D.R.A.M. Featuring Lil Yachty,15,5,31
2017-01-28,21,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,17,12,24
2017-01-28,22,I Feel It Coming,The Weeknd Featuring Daft Punk,25,9,8
2017-01-28,23,Mercy,Shawn Mendes,19,17,17
2017-01-28,24,All Time Low,Jon Bellion,22,16,14
2017-01-28,25,Can't Stop The Feeling!,Justin Timberlake,20,1,36
2017-01-28,26,Treat You Better,Shawn Mendes,23,6,32
2017-01-28,27,Cheap Thrills,Sia Featuring Sean Paul,26,1,48
2017-01-28,28,This Town,Niall Horan,27,20,16
2017-01-28,29,Blue Ain't Your Color,Keith Urban,30,24,18
2017-01-28,30,Love Me Now,John Legend,31,23,12
2017-01-28,31,Say You Won't Let Go,James Arthur,37,23,12
2017-01-28,32,Don't Let Me Down,The Chainsmokers Featuring Daya,29,3,48
2017-01-28,33,Water Under The Bridge,Adele,38,26,10
2017-01-28,34,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,28,24,22
2017-01-28,35,The Greatest,Sia Featuring Kendrick Lamar,32,18,19
2017-01-28,36,X,21 Savage &amp; Metro Boomin Featuring Future,36,36,18
2017-01-28,37,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,35,29,24
2017-01-28,38,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,34,2,25
2017-01-28,39,OOOUUU,Young M.A,24,19,20
2017-01-28,40,You Was Right,Lil Uzi Vert,40,40,27
2017-01-28,41,I Hate U I Love U,gnash Featuring Olivia O'Brien,33,10,39
2017-01-28,42,iSpy,KYLE Featuring Lil Yachty,62,42,3
2017-01-28,43,Better Man,Little Big Town,44,34,11
2017-01-28,44,Both,Gucci Mane Featuring Drake,52,41,4
2017-01-28,45,Party,Chris Brown Featuring Usher &amp; Gucci Mane,53,40,4
2017-01-28,46,No Heart,21 Savage &amp; Metro Boomin,43,43,12
2017-01-28,47,Party Monster,The Weeknd,49,16,8
2017-01-28,48,Deja Vu,J. Cole,47,7,5
2017-01-28,49,Dirty Laundry,Carrie Underwood,48,48,13
2017-01-28,50,Used To This,Future Featuring Drake,45,14,10
2017-01-28,51,Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,61,21,6
2017-01-28,52,May We All,Florida Georgia Line Featuring Tim McGraw,42,30,20
2017-01-28,53,A Guy With A Girl,Blake Shelton,54,42,9
2017-01-28,54,Chantaje,Shakira Featuring Maluma,51,51,9
2017-01-28,55,HandClap,Fitz And The Tantrums,56,53,16
2017-01-28,56,Star Of The Show,Thomas Rhett,57,45,11
2017-01-28,57,Wanna Be That Song,Brett Eldredge,46,46,15
2017-01-28,58,Dirt On My Boots,Jon Pardi,59,39,6
2017-01-28,59,How Far I'll Go,Alessia Cara,58,56,6
2017-01-28,60,Alone,Marshmello,72,60,7
2017-01-28,61,Selfish,PnB Rock,60,51,10
2017-01-28,62,Moves,Big Sean,77,38,3
2017-01-28,63,I Got You,Bebe Rexha,94,43,2
2017-01-28,64,Swang,Rae Sremmurd,71,35,4
2017-01-28,65,Seein' Red,Dustin Lynch,69,55,3
2017-01-28,66,Make Me (Cry),Noah Cyrus Featuring Labrinth,55,46,5
2017-01-28,67,How Far I'll Go,Auli'i Cravalho,41,41,7
2017-01-28,68,Play That Song,Train,68,41,7
2017-01-28,69,Sneakin',Drake Featuring 21 Savage,63,28,12
2017-01-28,70,Neighbors,J. Cole,64,13,5
2017-01-28,71,OTW,DJ Luke Nasty,73,71,4
2017-01-28,72,Redbone,Childish Gambino,81,48,7
2017-01-28,73,Goosebumps,Travis Scott,76,51,10
2017-01-28,74,Red Opps,21 Savage,75,74,4
2017-01-28,75,Sleep Without You,Brett Young,67,47,18
2017-01-28,76,Song For Another Time,Old Dominion,66,59,16
2017-01-28,77,Location,Khalid,--,44,1
2017-01-28,78,80s Mercedes,Maren Morris,74,74,9
2017-01-28,79,Parachute,Chris Stapleton,78,78,4
2017-01-28,80,Kill A Word,Eric Church Featuring Rhiannon Giddens,79,71,5
2017-01-28,81,You're Welcome,Dwayne Johnson,65,65,7
2017-01-28,82,Think A Little Less,Michael Ray,87,56,3
2017-01-28,83,Sober Saturday Night,Chris Young Featuring Vince Gill,92,47,2
2017-01-28,84,Fresh Eyes,Andy Grammer,91,59,15
2017-01-28,85,Congratulations,Post Malone Featuring Quavo,90,33,3
2017-01-28,86,Sex With Me,Rihanna,83,83,11
2017-01-28,87,Water,Ugly God,100,80,2
2017-01-28,88,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,89,86,3
2017-01-28,89,Drinkin' Too Much,Sam Hunt,--,89,1
2017-01-28,90,Beibs In The Trap,Travis Scott,93,90,2
2017-01-28,91,Way Down We Go,Kaleo,85,54,3
2017-01-28,92,All We Know,The Chainsmokers Featuring Phoebe Ryan,80,18,15
2017-01-28,93,The Weekend,Brantley Gilbert,95,69,2
2017-01-28,94,Call On Me,Starley,--,70,2
2017-01-28,95,Today,Brad Paisley,--,67,2
2017-01-28,96,Million Reasons,Lady Gaga,86,4,10
2017-01-28,97,Immortal,J. Cole,82,11,5
2017-01-28,98,What They Want,Russ,--,83,8
2017-01-28,99,Just Hold On,Steve Aoki &amp; Louis Tomlinson,99,52,5
2017-01-28,100,If The Boot Fits,Granger Smith,--,80,1
2017-01-21,1,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,1,8
2017-01-21,2,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,17
2017-01-21,3,Closer,The Chainsmokers Featuring Halsey,4,1,23
2017-01-21,4,Starboy,The Weeknd Featuring Daft Punk,3,1,16
2017-01-21,5,24K Magic,Bruno Mars,5,4,13
2017-01-21,6,Side To Side,Ariana Grande Featuring Nicki Minaj,7,4,19
2017-01-21,7,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,11,6,13
2017-01-21,8,Let Me Love You,DJ Snake Featuring Justin Bieber,8,4,22
2017-01-21,9,Fake Love,Drake,9,8,11
2017-01-21,10,Bad Things,Machine Gun Kelly x Camila Cabello,12,4,10
2017-01-21,11,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,6,5,15
2017-01-21,12,Scars To Your Beautiful,Alessia Cara,15,8,19
2017-01-21,13,Heathens,twenty one pilots,13,2,29
2017-01-21,14,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,22,2,4
2017-01-21,15,Broccoli,D.R.A.M. Featuring Lil Yachty,10,5,30
2017-01-21,16,Caroline,Amine,14,11,18
2017-01-21,17,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,18,12,23
2017-01-21,18,Bounce Back,Big Sean,21,6,9
2017-01-21,19,Mercy,Shawn Mendes,17,17,16
2017-01-21,20,Can't Stop The Feeling!,Justin Timberlake,25,1,35
2017-01-21,21,Love On The Brain,Rihanna,23,7,12
2017-01-21,22,All Time Low,Jon Bellion,16,16,13
2017-01-21,23,Treat You Better,Shawn Mendes,24,6,31
2017-01-21,24,OOOUUU,Young M.A,19,19,19
2017-01-21,25,I Feel It Coming,The Weeknd Featuring Daft Punk,34,9,7
2017-01-21,26,Cheap Thrills,Sia Featuring Sean Paul,30,1,47
2017-01-21,27,This Town,Niall Horan,20,20,15
2017-01-21,28,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,26,24,21
2017-01-21,29,Don't Let Me Down,The Chainsmokers Featuring Daya,37,3,47
2017-01-21,30,Blue Ain't Your Color,Keith Urban,28,24,17
2017-01-21,31,Love Me Now,John Legend,39,23,11
2017-01-21,32,The Greatest,Sia Featuring Kendrick Lamar,27,18,18
2017-01-21,33,I Hate U I Love U,gnash Featuring Olivia O'Brien,31,10,38
2017-01-21,34,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,38,2,24
2017-01-21,35,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,29,29,23
2017-01-21,36,X,21 Savage &amp; Metro Boomin Featuring Future,36,36,17
2017-01-21,37,Say You Won't Let Go,James Arthur,50,23,11
2017-01-21,38,Water Under The Bridge,Adele,44,26,9
2017-01-21,39,Unsteady,X Ambassadors,40,20,34
2017-01-21,40,You Was Right,Lil Uzi Vert,42,40,26
2017-01-21,41,How Far I'll Go,Auli'i Cravalho,49,41,6
2017-01-21,42,May We All,Florida Georgia Line Featuring Tim McGraw,45,30,19
2017-01-21,43,No Heart,21 Savage &amp; Metro Boomin,43,43,11
2017-01-21,44,Better Man,Little Big Town,55,34,10
2017-01-21,45,Used To This,Future Featuring Drake,52,14,9
2017-01-21,46,Wanna Be That Song,Brett Eldredge,48,46,14
2017-01-21,47,Deja Vu,J. Cole,46,7,4
2017-01-21,48,Dirty Laundry,Carrie Underwood,54,48,12
2017-01-21,49,Party Monster,The Weeknd,53,16,7
2017-01-21,50,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,56,50,20
2017-01-21,51,Chantaje,Shakira Featuring Maluma,63,51,8
2017-01-21,52,Both,Gucci Mane Featuring Drake,57,41,3
2017-01-21,53,Party,Chris Brown Featuring Usher &amp; Gucci Mane,58,40,3
2017-01-21,54,A Guy With A Girl,Blake Shelton,60,42,8
2017-01-21,55,Make Me (Cry),Noah Cyrus Featuring Labrinth,77,46,4
2017-01-21,56,HandClap,Fitz And The Tantrums,67,53,15
2017-01-21,57,Star Of The Show,Thomas Rhett,59,45,10
2017-01-21,58,How Far I'll Go,Alessia Cara,69,56,5
2017-01-21,59,Dirt On My Boots,Jon Pardi,64,39,5
2017-01-21,60,Selfish,PnB Rock,51,51,9
2017-01-21,61,Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,78,21,5
2017-01-21,62,iSpy,KYLE Featuring Lil Yachty,80,62,2
2017-01-21,63,Sneakin',Drake Featuring 21 Savage,66,28,11
2017-01-21,64,Neighbors,J. Cole,61,13,4
2017-01-21,65,You're Welcome,Dwayne Johnson,73,65,6
2017-01-21,66,Song For Another Time,Old Dominion,72,59,15
2017-01-21,67,Sleep Without You,Brett Young,62,47,17
2017-01-21,68,Play That Song,Train,81,41,6
2017-01-21,69,Seein' Red,Dustin Lynch,79,55,2
2017-01-21,70,How I'll Always Be,Tim McGraw,70,70,12
2017-01-21,71,Swang,Rae Sremmurd,76,35,3
2017-01-21,72,Alone,Marshmello,84,60,6
2017-01-21,73,OTW,DJ Luke Nasty,74,71,3
2017-01-21,74,80s Mercedes,Maren Morris,91,74,8
2017-01-21,75,Red Opps,21 Savage,75,74,3
2017-01-21,76,Goosebumps,Travis Scott,85,51,9
2017-01-21,77,Moves,Big Sean,71,38,2
2017-01-21,78,Parachute,Chris Stapleton,89,78,3
2017-01-21,79,Kill A Word,Eric Church Featuring Rhiannon Giddens,82,71,4
2017-01-21,80,All We Know,The Chainsmokers Featuring Phoebe Ryan,88,18,14
2017-01-21,81,Redbone,Childish Gambino,87,48,6
2017-01-21,82,Immortal,J. Cole,68,11,4
2017-01-21,83,Sex With Me,Rihanna,94,83,10
2017-01-21,84,Hallelujah,Pentatonix,32,23,11
2017-01-21,85,Way Down We Go,Kaleo,98,54,2
2017-01-21,86,Million Reasons,Lady Gaga,83,4,9
2017-01-21,87,Think A Little Less,Michael Ray,90,56,2
2017-01-21,88,Shaky Shaky,Daddy Yankee,100,88,2
2017-01-21,89,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,96,86,2
2017-01-21,90,Congratulations,Post Malone Featuring Quavo,--,33,2
2017-01-21,91,Fresh Eyes,Andy Grammer,92,59,14
2017-01-21,92,Sober Saturday Night,Chris Young Featuring Vince Gill,--,47,1
2017-01-21,93,Beibs In The Trap,Travis Scott,--,90,1
2017-01-21,94,I Got You,Bebe Rexha,--,43,1
2017-01-21,95,The Weekend,Brantley Gilbert,--,69,1
2017-01-21,96,My Sh*t,A Boogie Wit da Hoodie,86,86,11
2017-01-21,97,Key To The Streets,YFN Lucci Featuring Migos &amp; Trouble,--,70,11
2017-01-21,98,We Know The Way,Opetaia Foa'i &amp; Lin-Manuel Miranda,--,93,2
2017-01-21,99,Just Hold On,Steve Aoki &amp; Louis Tomlinson,93,52,4
2017-01-21,100,Water,Ugly God,--,80,1
2017-01-14,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,2,1,16
2017-01-14,2,Bad And Boujee,Migos Featuring Lil Uzi Vert,13,1,7
2017-01-14,3,Starboy,The Weeknd Featuring Daft Punk,1,1,15
2017-01-14,4,Closer,The Chainsmokers Featuring Halsey,3,1,22
2017-01-14,5,24K Magic,Bruno Mars,4,4,12
2017-01-14,6,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,5,5,14
2017-01-14,7,Side To Side,Ariana Grande Featuring Nicki Minaj,6,4,18
2017-01-14,8,Let Me Love You,DJ Snake Featuring Justin Bieber,7,4,21
2017-01-14,9,Fake Love,Drake,10,8,10
2017-01-14,10,Broccoli,D.R.A.M. Featuring Lil Yachty,15,5,29
2017-01-14,11,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,8,6,12
2017-01-14,12,Bad Things,Machine Gun Kelly x Camila Cabello,9,4,9
2017-01-14,13,Heathens,twenty one pilots,12,2,28
2017-01-14,14,Caroline,Amine,11,11,17
2017-01-14,15,Scars To Your Beautiful,Alessia Cara,14,8,18
2017-01-14,16,All Time Low,Jon Bellion,24,16,12
2017-01-14,17,Mercy,Shawn Mendes,28,17,15
2017-01-14,18,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,17,12,22
2017-01-14,19,OOOUUU,Young M.A,19,19,18
2017-01-14,20,This Town,Niall Horan,37,20,14
2017-01-14,21,Bounce Back,Big Sean,21,6,8
2017-01-14,22,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,18,2,3
2017-01-14,23,Love On The Brain,Rihanna,20,7,11
2017-01-14,24,Treat You Better,Shawn Mendes,26,6,30
2017-01-14,25,Can't Stop The Feeling!,Justin Timberlake,32,1,34
2017-01-14,26,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,30,24,20
2017-01-14,27,The Greatest,Sia Featuring Kendrick Lamar,22,18,17
2017-01-14,28,Blue Ain't Your Color,Keith Urban,33,24,16
2017-01-14,29,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,39,29,22
2017-01-14,30,Cheap Thrills,Sia Featuring Sean Paul,36,1,46
2017-01-14,31,I Hate U I Love U,gnash Featuring Olivia O'Brien,31,10,37
2017-01-14,32,Hallelujah,Pentatonix,23,23,10
2017-01-14,33,Careless Whisper,Wham! Featuring George Michael,--,1,22
2017-01-14,34,I Feel It Coming,The Weeknd Featuring Daft Punk,25,9,6
2017-01-14,35,All I Want For Christmas Is You,Mariah Carey,16,11,19
2017-01-14,36,X,21 Savage &amp; Metro Boomin Featuring Future,43,36,16
2017-01-14,37,Don't Let Me Down,The Chainsmokers Featuring Daya,34,3,46
2017-01-14,38,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,38,2,23
2017-01-14,39,Love Me Now,John Legend,40,23,10
2017-01-14,40,Unsteady,X Ambassadors,42,20,33
2017-01-14,41,Last Christmas,Wham!,50,41,2
2017-01-14,42,You Was Right,Lil Uzi Vert,52,40,25
2017-01-14,43,No Heart,21 Savage &amp; Metro Boomin,53,43,10
2017-01-14,44,Water Under The Bridge,Adele,51,26,8
2017-01-14,45,May We All,Florida Georgia Line Featuring Tim McGraw,60,30,18
2017-01-14,46,Deja Vu,J. Cole,35,7,3
2017-01-14,47,Faith,George Michael,--,1,21
2017-01-14,48,Wanna Be That Song,Brett Eldredge,62,46,13
2017-01-14,49,How Far I'll Go,Auli'i Cravalho,56,41,5
2017-01-14,50,Say You Won't Let Go,James Arthur,61,23,10
2017-01-14,51,Selfish,PnB Rock,85,51,8
2017-01-14,52,Used To This,Future Featuring Drake,55,14,8
2017-01-14,53,Party Monster,The Weeknd,49,16,6
2017-01-14,54,Dirty Laundry,Carrie Underwood,66,48,11
2017-01-14,55,Better Man,Little Big Town,64,34,9
2017-01-14,56,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,63,50,19
2017-01-14,57,Both,Gucci Mane Featuring Drake,41,41,2
2017-01-14,58,Party,Chris Brown Featuring Usher &amp; Gucci Mane,58,40,2
2017-01-14,59,Star Of The Show,Thomas Rhett,76,45,9
2017-01-14,60,A Guy With A Girl,Blake Shelton,71,42,7
2017-01-14,61,Neighbors,J. Cole,54,13,3
2017-01-14,62,Sleep Without You,Brett Young,88,47,16
2017-01-14,63,Chantaje,Shakira Featuring Maluma,65,51,7
2017-01-14,64,Dirt On My Boots,Jon Pardi,84,39,4
2017-01-14,65,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,74,43,20
2017-01-14,66,Sneakin',Drake Featuring 21 Savage,69,28,10
2017-01-14,67,HandClap,Fitz And The Tantrums,77,53,14
2017-01-14,68,Immortal,J. Cole,59,11,3
2017-01-14,69,How Far I'll Go,Alessia Cara,81,56,4
2017-01-14,70,How I'll Always Be,Tim McGraw,78,70,11
2017-01-14,71,Moves,Big Sean,--,38,1
2017-01-14,72,Song For Another Time,Old Dominion,73,59,14
2017-01-14,73,You're Welcome,Dwayne Johnson,86,65,5
2017-01-14,74,OTW,DJ Luke Nasty,91,71,2
2017-01-14,75,Red Opps,21 Savage,92,74,2
2017-01-14,76,Swang,Rae Sremmurd,99,35,2
2017-01-14,77,Make Me (Cry),Noah Cyrus Featuring Labrinth,75,46,3
2017-01-14,78,Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,79,21,4
2017-01-14,79,Seein' Red,Dustin Lynch,--,55,1
2017-01-14,80,iSpy,KYLE Featuring Lil Yachty,--,80,1
2017-01-14,81,Play That Song,Train,96,41,5
2017-01-14,82,Kill A Word,Eric Church Featuring Rhiannon Giddens,--,71,3
2017-01-14,83,Million Reasons,Lady Gaga,70,4,8
2017-01-14,84,Alone,Marshmello,80,60,5
2017-01-14,85,Goosebumps,Travis Scott,--,51,8
2017-01-14,86,My Sh*t,A Boogie Wit da Hoodie,--,86,10
2017-01-14,87,Redbone,Childish Gambino,68,48,5
2017-01-14,88,All We Know,The Chainsmokers Featuring Phoebe Ryan,82,18,13
2017-01-14,89,Parachute,Chris Stapleton,--,78,2
2017-01-14,90,Think A Little Less,Michael Ray,--,56,1
2017-01-14,91,80s Mercedes,Maren Morris,--,74,7
2017-01-14,92,Fresh Eyes,Andy Grammer,87,59,13
2017-01-14,93,Just Hold On,Steve Aoki &amp; Louis Tomlinson,72,52,3
2017-01-14,94,Sex With Me,Rihanna,--,83,9
2017-01-14,95,No Flockin,Kodak Black,--,95,1
2017-01-14,96,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,--,86,1
2017-01-14,97,Black Barbies,Nicki Minaj X Mike WiLL Made-It,--,65,2
2017-01-14,98,Way Down We Go,Kaleo,--,54,1
2017-01-14,99,Hate U Love U,Olivia O'Brien,--,99,1
2017-01-14,100,Shaky Shaky,Daddy Yankee,--,88,1
2017-01-07,1,Starboy,The Weeknd Featuring Daft Punk,2,1,14
2017-01-07,2,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,15
2017-01-07,3,Closer,The Chainsmokers Featuring Halsey,3,1,21
2017-01-07,4,24K Magic,Bruno Mars,4,4,11
